"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000088298",575.083813110906,0.755091148147065,0.0814482179030202,9.27081239574999,1.84733447564968e-20,1.30894305298678e-19,"EDEM2","55741","ER degradation enhancing alpha-mannosidase like protein 2"
"ENSG00000047346",456.056271385852,0.841117693286718,0.0907395139118329,9.26958561960108,1.8687049597809e-20,1.32344900034843e-19,"ATOSA","56204","atos homolog A"
"ENSG00000165244",46.5603125763007,-3.32418510597395,0.358889135753271,-9.2624289085732,1.99833658951101e-20,1.41457659251745e-19,"ZNF367","195828","zinc finger protein 367"
"ENSG00000130158",777.376934671914,0.668054955076605,0.0721324086106365,9.261509049042,2.01563032819301e-20,1.42613345064372e-19,"DOCK6","57572","dedicator of cytokinesis 6"
"ENSG00000117632",2802.8167966424,-0.528625435172758,0.0570815596389089,-9.26087931928943,2.0275547498079e-20,1.4338820490724e-19,"STMN1","3925","stathmin 1"
"ENSG00000078053",80.132513261961,-2.03443288893023,0.219700771491421,-9.26001704554627,2.04399578527178e-20,1.44481582174271e-19,"AMPH","273","amphiphysin"
"ENSG00000013573",80.0301336071541,-2.07763896408659,0.224471810104165,-9.25567875593141,2.12873540263982e-20,1.50399340192261e-19,"DDX11","1663","DEAD/H-box helicase 11"
"ENSG00000116044",1900.52924911242,0.497843550295149,0.0537936102618461,9.25469675435135,2.14839373634951e-20,1.51715509757159e-19,"NFE2L2","4780","NFE2 like bZIP transcription factor 2"
"ENSG00000205730",1887.33572197211,0.66841479863001,0.0722524507598733,9.25110209550463,2.22189710742793e-20,1.56831032419889e-19,"ITPRIPL2","162073","ITPRIP like 2"
"ENSG00000004897",1941.89902915364,-0.539538267432051,0.0583255373875852,-9.25046371792013,2.23520815592401e-20,1.57695058889459e-19,"CDC27","996","cell division cycle 27"
"ENSG00000169247",59.25969157849,-2.52839808983054,0.273404949709558,-9.24781388382505,2.29130883943144e-20,1.61575644380577e-19,"SH3TC2","79628","SH3 domain and tetratricopeptide repeats 2"
"ENSG00000177666",1292.64756034732,0.549084893864982,0.0593839772858,9.24634756648878,2.32294880812285e-20,1.63663554169389e-19,"PNPLA2","57104","patatin like phospholipase domain containing 2"
"ENSG00000143479",343.341173260723,1.04469244574649,0.112984443301041,9.24633883412567,2.32313852166075e-20,1.63663554169389e-19,"DYRK3","8444","dual specificity tyrosine phosphorylation regulated kinase 3"
"ENSG00000122566",8899.43535751906,-0.343028707646543,0.0371075963450802,-9.24416403737298,2.37086685981804e-20,1.66946181462008e-19,"HNRNPA2B1","3181","heterogeneous nuclear ribonucleoprotein A2/B1"
"ENSG00000165804",314.891472139258,1.04804791205189,0.113429013813237,9.23968107293535,2.47233039414324e-20,1.74007666422555e-19,"ZNF219","51222","zinc finger protein 219"
"ENSG00000158402",53.7934307925121,-2.88735130512038,0.312580152039323,-9.23715497059823,2.53138288347499e-20,1.78078858886179e-19,"CDC25C","995","cell division cycle 25C"
"ENSG00000163376",130.437723710582,1.59508960600366,0.172694150440325,9.23650049487256,2.54690860260198e-20,1.79085586761202e-19,"KBTBD8","84541","kelch repeat and BTB domain containing 8"
"ENSG00000146143",230.92749389388,-1.14726049268309,0.12421338369832,-9.23620674781288,2.5539075549825e-20,1.7949208176124e-19,"PRIM2","5558","DNA primase subunit 2"
"ENSG00000173726",3702.0767655476,0.423802022977796,0.0458881532292055,9.2355432318437,2.56978685352377e-20,1.80522014524468e-19,"TOMM20","9804","translocase of outer mitochondrial membrane 20"
"ENSG00000082516",474.75697904545,-0.801509892447235,0.0867859682817419,-9.23547790404567,2.57135555024523e-20,1.80546155786156e-19,"GEMIN5","25929","gem nuclear organelle associated protein 5"
"ENSG00000196155",167.712105993028,-1.37192337683895,0.148634908085216,-9.23015592038714,2.70238236056311e-20,1.89655767761805e-19,"PLEKHG4","25894","pleckstrin homology and RhoGEF domain containing G4"
"ENSG00000070444",513.178314142929,0.806491736649967,0.0874135460582579,9.22616428479484,2.80496800532924e-20,1.96761629997822e-19,"MNT","4335","MAX network transcriptional repressor"
"ENSG00000100462",650.743242309314,-0.696848872528664,0.0755545362431689,-9.22312421170697,2.88567245354763e-20,2.0232654909793e-19,"PRMT5","10419","protein arginine methyltransferase 5"
"ENSG00000153904",2847.57603469924,-1.23802322721951,0.134235382325399,-9.22277871730143,2.89498828480621e-20,2.02883201813951e-19,"DDAH1","23576","dimethylarginine dimethylaminohydrolase 1"
"ENSG00000213699",1184.02362585654,0.553913502492569,0.0600611867479141,9.22248680861782,2.90288241138929e-20,2.03339738493609e-19,"SLC35F6","54978","solute carrier family 35 member F6"
"ENSG00000106462",196.00755808208,-1.263715473468,0.137026400618784,-9.22242332690138,2.9046019713794e-20,2.03363533749119e-19,"EZH2","2146","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"ENSG00000170004",3961.62487472492,-0.412868811713785,0.0447761765583447,-9.22072502496509,2.9509803956191e-20,2.06512578682974e-19,"CHD3","1107","chromodomain helicase DNA binding protein 3"
"ENSG00000167554",86.7634158101574,2.07537194595496,0.225112523513948,9.21926471952313,2.99144432198753e-20,2.09244928416954e-19,"ZNF610","162963","zinc finger protein 610"
"ENSG00000117020",1267.73066430958,0.572933589717746,0.0621582231077352,9.21734182659491,3.04556393287386e-20,2.12929417659843e-19,"AKT3","10000","AKT serine/threonine kinase 3"
"ENSG00000069667",236.943763562039,1.13747473571259,0.123476131679959,9.21210213048174,3.1979960595691e-20,2.23480635021002e-19,"RORA","6095","RAR related orphan receptor A"
"ENSG00000170027",7586.30122398446,0.341666066661647,0.0370900922431431,9.21178800046828,3.20737059094646e-20,2.24029515494639e-19,"YWHAG","7532","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma"
"ENSG00000166747",2126.58443995489,-0.458418212596745,0.0498168458264515,-9.20207221054803,3.51112252526417e-20,2.45071385836015e-19,"AP1G1","164","adaptor related protein complex 1 subunit gamma 1"
"ENSG00000175203",1914.40367652563,-0.492565068555094,0.0535277715341582,-9.20204698304633,3.51194712230739e-20,2.45071385836015e-19,"DCTN2","10540","dynactin subunit 2"
"ENSG00000162191",1043.55173299241,0.630275631949419,0.0685145971655974,9.19914380326961,3.60813166835687e-20,2.51664195590362e-19,"UBXN1","51035","UBX domain protein 1"
"ENSG00000198695",15331.8789595221,0.3814085894383,0.0414617893435597,9.19903833088054,3.61167464148206e-20,2.51792151684781e-19,"ND6","4541","NADH dehydrogenase subunit 6"
"ENSG00000166681",3347.95438665202,0.409744914416578,0.0445465853461721,9.19812172431276,3.64260998182175e-20,2.53828774998057e-19,"BEX3","27018","brain expressed X-linked 3"
"ENSG00000143727",944.576380369603,-0.60131608733251,0.0654011004182944,-9.19428088344988,3.77511148382352e-20,2.62937585295799e-19,"ACP1","52","acid phosphatase 1"
"ENSG00000013306",1072.95687883179,-0.588943844230303,0.0640561571191936,-9.19418008692615,3.77865217524327e-20,2.63059876045042e-19,"SLC25A39","51629","solute carrier family 25 member 39"
"ENSG00000082126",98.5896025268856,-1.85917021406511,0.202247228956198,-9.19256211153212,3.8359383401207e-20,2.6692190395042e-19,"MPP4","58538","MAGUK p55 scaffold protein 4"
"ENSG00000198727",33842.6650429558,0.377680806931295,0.0411056006024391,9.18806200118833,3.99982334649351e-20,2.78194172629847e-19,"CYTB","4519","cytochrome b"
"ENSG00000057935",276.486700162134,-1.05023527378068,0.114304960649504,-9.18801133225573,4.00170746353152e-20,2.78194172629847e-19,"MTA3","57504","metastasis associated 1 family member 3"
"ENSG00000132912",1812.66104866593,0.47932753012605,0.0521760677443164,9.18673159646579,4.04958625450983e-20,2.81389920881498e-19,"DCTN4","51164","dynactin subunit 4"
"ENSG00000133872",2490.43661816337,0.450197913383436,0.049024687105553,9.18308590963842,4.18910891783029e-20,2.90947630683237e-19,"SARAF","51669","store-operated calcium entry associated regulatory factor"
"ENSG00000065600",288.82681447433,1.04872035086132,0.114208802547012,9.18248267623359,4.21264882129307e-20,2.92444740123492e-19,"PACC1","55248","proton activated chloride channel 1"
"ENSG00000145703",61.8223319848084,2.55412278843243,0.278399611221509,9.17430443679837,4.54499104714127e-20,3.15367599118494e-19,"IQGAP2","10788","IQ motif containing GTPase activating protein 2"
"ENSG00000060656",462.211361266532,0.854390689718136,0.0931452667433826,9.17266888152247,4.61450123971237e-20,3.20040090686498e-19,"PTPRU","10076","protein tyrosine phosphatase receptor type U"
"ENSG00000095209",302.986655489668,1.04196301658492,0.113617676367489,9.17078266250366,4.69597005535864e-20,3.25537190385116e-19,"TMEM38B","55151","transmembrane protein 38B"
"ENSG00000140406",576.806369712695,0.803930707908675,0.0876678832719678,9.17018499710641,4.72207959339734e-20,3.27193272437659e-19,"TLNRD1","59274","talin rod domain containing 1"
"ENSG00000008513",2338.13813025688,0.447194222230043,0.048767100698776,9.16999813034337,4.73027244133841e-20,3.2760693252089e-19,"ST3GAL1","6482","ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
"ENSG00000107438",2862.24476382167,-0.465175179223447,0.0507573432330345,-9.16468730618461,4.96908258760064e-20,3.43984683776695e-19,"PDLIM1","9124","PDZ and LIM domain 1"
"ENSG00000198408",2406.00968322779,0.432729839715029,0.0472311754603955,9.16195363543055,5.09661373394843e-20,3.52647385966817e-19,"OGA","10724","O-GlcNAcase"
"ENSG00000104427",242.742747463242,1.15510382997095,0.126127344814454,9.15823473228758,5.27531657582627e-20,3.64840993404635e-19,"ZC2HC1A","51101","zinc finger C2HC-type containing 1A"
"ENSG00000108443",517.531606738998,-0.765906177542095,0.0836619628818242,-9.15477178827334,5.44728227278832e-20,3.76557439663951e-19,"RPS6KB1","6198","ribosomal protein S6 kinase B1"
"ENSG00000213585",4381.85453106307,-0.379210271387392,0.0414768840159812,-9.14268948557662,6.09181083594676e-20,4.20914712143382e-19,"VDAC1","7416","voltage dependent anion channel 1"
"ENSG00000140682",1810.28233020973,-0.491969281442122,0.0538165769905443,-9.14159370501328,6.15386484484059e-20,4.25003093173668e-19,"TGFB1I1","7041","transforming growth factor beta 1 induced transcript 1"
"ENSG00000132561",369.174444160303,-0.89983279290408,0.0984520041286216,-9.13981183895965,6.25610852705488e-20,4.31861955371123e-19,"MATN2","4147","matrilin 2"
"ENSG00000155330",589.151121603915,0.794317308290968,0.0869165877740201,9.13884597444349,6.3122298358125e-20,4.35532038015939e-19,"C16orf87","388272","chromosome 16 open reading frame 87"
"ENSG00000112312",148.220878583035,-1.46386224827505,0.160189031873029,-9.13834256414857,6.34167733600536e-20,4.37359104249167e-19,"GMNN","51053","geminin DNA replication inhibitor"
"ENSG00000137337",448.158722443971,-0.871850055219019,0.0954647760023706,-9.13268842947234,6.68189504214621e-20,4.60606965066187e-19,"MDC1","9656","mediator of DNA damage checkpoint 1"
"ENSG00000167535",839.306626383917,0.624144354421508,0.0683751337940153,9.12823595053992,6.96245000308362e-20,4.79722244719244e-19,"CACNB3","784","calcium voltage-gated channel auxiliary subunit beta 3"
"ENSG00000183386",528.434858794674,-0.756051165259624,0.0828273977803289,-9.12803233616959,6.97555464830369e-20,4.80400581339719e-19,"FHL3","2275","four and a half LIM domains 3"
"ENSG00000159200",1873.04203882789,-0.506317387947837,0.0554724058078653,-9.12737388209775,7.01809995138896e-20,4.83104890628541e-19,"RCAN1","1827","regulator of calcineurin 1"
"ENSG00000065802",1473.86789843035,0.537850530610085,0.058932198332165,9.12659880051561,7.06850975852973e-20,4.86347790948698e-19,"ASB1","51665","ankyrin repeat and SOCS box containing 1"
"ENSG00000117614",528.393287835813,0.83580903187974,0.0916145711387422,9.12310150547974,7.30045402122585e-20,5.02072288216643e-19,"SYF2","25949","SYF2 pre-mRNA splicing factor"
"ENSG00000112473",5810.31559080388,0.386131574817713,0.042343885401769,9.11894530116931,7.58589575843517e-20,5.21459569439448e-19,"SLC39A7","7922","solute carrier family 39 member 7"
"ENSG00000157020",3135.18823579999,-0.433377920011052,0.0475451510246296,-9.11508136311422,7.8611464884758e-20,5.40128563856207e-19,"SEC13","6396","SEC13 homolog, nuclear pore and COPII coat complex component"
"ENSG00000104980",469.215651986832,-0.797724324060963,0.0875331503107643,-9.11339671003323,7.98422263732667e-20,5.48329325391055e-19,"TIMM44","10469","translocase of inner mitochondrial membrane 44"
"ENSG00000204628",12660.274086892,-0.329381403140453,0.0361449028574833,-9.11280366250201,8.02800072793292e-20,5.51079062544366e-19,"RACK1","10399","receptor for activated C kinase 1"
"ENSG00000119927",209.65305524064,-1.20701224547131,0.132456832577272,-9.11249515775008,8.05086791866767e-20,5.52391486896295e-19,"GPAM","57678","glycerol-3-phosphate acyltransferase, mitochondrial"
"ENSG00000143878",1861.852179846,0.546803314102598,0.0600185834952877,9.1105667987904,8.19526892459355e-20,5.62037568220845e-19,"RHOB","388","ras homolog family member B"
"ENSG00000102034",513.763418900385,-0.791123711540913,0.0868622506857172,-9.10779660088866,8.40719973624266e-20,5.76303766105788e-19,"ELF4","2000","E74 like ETS transcription factor 4"
"ENSG00000166710",9768.1888879931,0.357166759404656,0.0392298747445325,9.10445831730409,8.66979834757624e-20,5.94028303331375e-19,"B2M","567","beta-2-microglobulin"
"ENSG00000102858",1897.73530375077,0.500208306926462,0.0550127284279237,9.0925922276664,9.67053726267016e-20,6.62288002682309e-19,"MGRN1","23295","mahogunin ring finger 1"
"ENSG00000155366",3186.58084184034,-0.426115957722815,0.046867138832209,-9.09199853757599,9.72350040347803e-20,6.65605893852574e-19,"RHOC","389","ras homolog family member C"
"ENSG00000099219",329.479590088943,0.981003487310175,0.107902607457629,9.09156423949617,9.76242563165928e-20,6.67960208725137e-19,"ERMP1","79956","endoplasmic reticulum metallopeptidase 1"
"ENSG00000170619",463.993608853687,0.831014507355378,0.09140986620279,9.09108110400029,9.80590902946233e-20,6.70624070887313e-19,"COMMD5","28991","COMM domain containing 5"
"ENSG00000116117",313.173555076992,-0.964803999662026,0.106154471445992,-9.08867979388775,1.00248892260878e-19,6.85282084480901e-19,"PARD3B","117583","par-3 family cell polarity regulator beta"
"ENSG00000172936",874.724114468828,0.636564604213538,0.0700671413963883,9.08506600279757,1.03635783821306e-19,7.0810578672156e-19,"MYD88","4615","MYD88 innate immune signal transduction adaptor"
"ENSG00000123384",25660.0416724992,-0.369149583710698,0.0406444826915466,-9.08240329966051,1.06203427491567e-19,7.25313306010527e-19,"LRP1","4035","LDL receptor related protein 1"
"ENSG00000126458",1023.50022194188,-0.619767516100991,0.0682550193681407,-9.08017493568069,1.08400484700955e-19,7.39975147532502e-19,"RRAS","6237","RAS related"
"ENSG00000044090",1460.75220492425,0.511399806222537,0.0563239215071863,9.0796200359964,1.08954537250972e-19,7.43412949076306e-19,"CUL7","9820","cullin 7"
"ENSG00000197498",398.386545650536,-0.873065160173634,0.096188389848421,-9.07661685105093,1.12002053920245e-19,7.63852971159912e-19,"RPF2","84154","ribosome production factor 2 homolog"
"ENSG00000119333",326.280673651971,-0.997707790079716,0.109930555534589,-9.07580049266457,1.12844925080013e-19,7.69245377349318e-19,"DYNC2I2","89891","dynein 2 intermediate chain 2"
"ENSG00000162702",1241.87742620002,0.647563103472387,0.0713700673699251,9.0733150091612,1.15449916241187e-19,7.86639327583268e-19,"ZNF281","23528","zinc finger protein 281"
"ENSG00000154330",187.801484807222,-1.2351452325847,0.136154578268465,-9.07163936969699,1.17239572414471e-19,7.98464333754379e-19,"PGM5","5239","phosphoglucomutase 5"
"ENSG00000105426",2755.27839656381,0.431739503800629,0.0475952219309695,9.07106819308058,1.17855857825129e-19,8.02290823384178e-19,"PTPRS","5802","protein tyrosine phosphatase receptor type S"
"ENSG00000182636",819.282960382676,0.632489610858359,0.0697372651889543,9.06960732034182,1.19446707183221e-19,8.12744954047234e-19,"NDN","4692","necdin, MAGE family member"
"ENSG00000151623",93.0236604323542,-1.82581082927368,0.201404873762221,-9.06537560470972,1.24175678545248e-19,8.44532141393567e-19,"NR3C2","4306","nuclear receptor subfamily 3 group C member 2"
"ENSG00000153487",256.580335247082,1.07564635899251,0.118661736520267,9.064812217785,1.2481906414451e-19,8.4851631335876e-19,"ING1","3621","inhibitor of growth family member 1"
"ENSG00000104549",1307.55935203553,0.567864668161447,0.0626607850302661,9.06252080766559,1.27469966645486e-19,8.66137560360153e-19,"SQLE","6713","squalene epoxidase"
"ENSG00000137414",573.781379237565,-0.758401955467542,0.0836994182719303,-9.06101823794732,1.29238395142709e-19,8.77749063416239e-19,"FAM8A1","51439","family with sequence similarity 8 member A1"
"ENSG00000181751",211.678770511638,-1.19198608691935,0.131574296751317,-9.05941446278276,1.31152689708132e-19,8.90340092546501e-19,"MACIR","90355","macrophage immunometabolism regulator"
"ENSG00000166845",123.178581795509,-1.53756282282558,0.169732723830875,-9.05872944310751,1.31978856882081e-19,8.95536092416256e-19,"C18orf54","162681","chromosome 18 open reading frame 54"
"ENSG00000142694",796.762214125292,0.667650957803954,0.0737213061017131,9.05641792187997,1.34804804374803e-19,9.14290477163297e-19,"EVA1B","55194","eva-1 homolog B"
"ENSG00000167716",572.921249871378,0.777834150859428,0.0858955824791986,9.05557804498033,1.35846336699999e-19,9.20930685503491e-19,"WDR81","124997","WD repeat domain 81"
"ENSG00000164045",129.348191917908,-1.53957669410785,0.170037996986811,-9.05430975070394,1.37434239515043e-19,9.31267044585148e-19,"CDC25A","993","cell division cycle 25A"
"ENSG00000185559",85.6651733019641,2.27174609454219,0.251045956275895,9.04912442423722,1.44119282752344e-19,9.76116722979797e-19,"DLK1","8788","delta like non-canonical Notch ligand 1"
"ENSG00000077254",1104.61221584495,0.559444192045677,0.0618332607700053,9.04762558336657,1.46110796134279e-19,9.89150626287094e-19,"USP33","23032","ubiquitin specific peptidase 33"
"ENSG00000111911",508.453029457116,0.792176480197597,0.0875934319319214,9.04378858923219,1.51333790333203e-19,1.02403921117114e-18,"HINT3","135114","histidine triad nucleotide binding protein 3"
"ENSG00000140548",238.112721363713,-1.17053794191823,0.129472150358696,-9.04084730712597,1.5546205884399e-19,1.05149142874838e-18,"ZNF710","374655","zinc finger protein 710"
"ENSG00000073536",237.76413586645,-1.09409678367079,0.121047405264188,-9.03858105246372,1.58718613909718e-19,1.07302519807404e-18,"NLE1","54475","notchless homolog 1"
"ENSG00000164323",662.36778911073,-0.690220789401738,0.0763868475572531,-9.03585907095338,1.62719244976243e-19,1.09956727760654e-18,"CFAP97","57587","cilia and flagella associated protein 97"
"ENSG00000198910",154.159674400942,-1.38442908850068,0.153244571303367,-9.03411505364215,1.65334721174454e-19,1.1167292028731e-18,"L1CAM","3897","L1 cell adhesion molecule"
"ENSG00000074370",88.8606226589256,1.97596074513996,0.218880709298814,9.02756917898325,1.75527347006371e-19,1.18503071011447e-18,"ATP2A3","489","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3"
"ENSG00000172757",13175.9741447514,-0.320327286901228,0.0354919713254603,-9.02534502701573,1.79129993446421e-19,1.20879937885227e-18,"CFL1","1072","cofilin 1"
"ENSG00000005801",235.46301952909,1.14241208511886,0.126583715071823,9.02495304763863,1.79772445694724e-19,1.21257954446171e-18,"ZNF195","7748","zinc finger protein 195"
"ENSG00000004455",1130.5341864857,-0.572292904277676,0.0634426034745817,-9.0206402785309,1.86993153696392e-19,1.26070681572618e-18,"AK2","204","adenylate kinase 2"
"ENSG00000106780",690.353516265161,0.682906786586145,0.0757167576311409,9.01922913700254,1.89417434474424e-19,1.27646737507273e-18,"MEGF9","1955","multiple EGF like domains 9"
"ENSG00000175274",1709.11933444907,0.479844764545967,0.0532098492505079,9.01796887803411,1.91608742940996e-19,1.29064426575155e-18,"TP53I11","9537","tumor protein p53 inducible protein 11"
"ENSG00000172986",138.244793992072,-1.46628916852118,0.162614371106275,-9.01697161539864,1.93360497176656e-19,1.30184879277732e-18,"GXYLT2","727936","glucoside xylosyltransferase 2"
"ENSG00000091986",10223.0499954841,-1.04581001628365,0.116015957307483,-9.01436354579986,1.98016896364527e-19,1.33259041946137e-18,"CCDC80","151887","coiled-coil domain containing 80"
"ENSG00000114503",1705.76015834009,0.482066769597725,0.0534824572805548,9.0135493787978,1.99493060929511e-19,1.34191179004068e-18,"NCBP2","22916","nuclear cap binding protein subunit 2"
"ENSG00000142687",1731.61534978849,0.482657370829696,0.0535690654231327,9.01000170559761,2.06053287404136e-19,1.38540755007398e-18,"KIAA0319L","79932","KIAA0319 like"
"ENSG00000160209",2836.09045536265,0.431837278455182,0.0479490912809932,9.006161887918,2.13394071156182e-19,1.43410935736425e-18,"PDXK","8566","pyridoxal kinase"
"ENSG00000168685",1787.79136692032,-0.475892399004584,0.0528555041897421,-9.00364884035942,2.18337688260467e-19,1.46666401530664e-18,"IL7R","3575","interleukin 7 receptor"
"ENSG00000113161",1372.30990900151,0.599203365151613,0.0665717956327464,9.00085928967894,2.23957834494004e-19,1.5037314645889e-18,"HMGCR","3156","3-hydroxy-3-methylglutaryl-CoA reductase"
"ENSG00000160325",298.304195558305,1.05458527697222,0.117203772416598,8.99787826985398,2.30121774512335e-19,1.54441471437286e-18,"CACFD1","11094","calcium channel flower domain containing 1"
"ENSG00000114867",11263.1981813441,-0.332737237520293,0.0369869731294269,-8.99606562440135,2.33951474667241e-19,1.5694022911451e-18,"EIF4G1","1981","eukaryotic translation initiation factor 4 gamma 1"
"ENSG00000055917",1782.90947703646,0.505541895118943,0.0562434886293661,8.98845195130708,2.5073704942021e-19,1.68123868714971e-18,"PUM2","23369","pumilio RNA binding family member 2"
"ENSG00000121361",51.4405648984805,-2.73779154700699,0.304639275152568,-8.98699468620997,2.54082908919543e-19,1.70289855009378e-18,"KCNJ8","3764","potassium inwardly rectifying channel subfamily J member 8"
"ENSG00000132563",384.550244530367,-0.872460596828409,0.0970817518942069,-8.98686498549343,2.54382829004532e-19,1.70413369721309e-18,"REEP2","51308","receptor accessory protein 2"
"ENSG00000085999",49.8295652262928,-2.88281485182448,0.320875977054882,-8.98420280098252,2.60616723303193e-19,1.74510189370398e-18,"RAD54L","8438","RAD54 like"
"ENSG00000146197",1767.68617473856,-0.53489104173689,0.0595423503048836,-8.98337131466943,2.62594527477117e-19,1.75754684194267e-18,"SCUBE3","222663","signal peptide, CUB domain and EGF like domain containing 3"
"ENSG00000125826",1254.1962422887,-0.532312906432136,0.0592767145880105,-8.98013511936108,2.70434442647799e-19,1.80919782829925e-18,"RBCK1","10616","RANBP2-type and C3HC4-type zinc finger containing 1"
"ENSG00000071051",557.534394662836,0.761660885443256,0.0848418564680657,8.97741889617825,2.77192861051734e-19,1.85357004817625e-18,"NCK2","8440","NCK adaptor protein 2"
"ENSG00000179981",298.328586397285,-1.01516557707164,0.113157565176256,-8.97125680894955,2.93150087079443e-19,1.95938593350423e-18,"TSHZ1","10194","teashirt zinc finger homeobox 1"
"ENSG00000147274",1896.30737682289,-0.515019649418114,0.0574131465406616,-8.97041323198272,2.95404068249099e-19,1.97355628189266e-18,"RBMX","27316","RNA binding motif protein X-linked"
"ENSG00000110719",1121.30348958771,0.561544462643985,0.0626304824554997,8.96599292593626,3.07497720260788e-19,2.05342156828432e-18,"TCIRG1","10312","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
"ENSG00000239672",582.920816062646,-0.73903231739922,0.0824465603863603,-8.96377379403063,3.13752249401093e-19,2.09423942557668e-18,"NME1","4830","NME/NM23 nucleoside diphosphate kinase 1"
"ENSG00000116062",736.315875226424,-0.666821017435557,0.074430884247012,-8.95892913515032,3.27846749779027e-19,2.18732702500828e-18,"MSH6","2956","mutS homolog 6"
"ENSG00000171469",711.872869940433,0.664534045929333,0.0741789896746635,8.95852112362096,3.29061942949665e-19,2.194441138096e-18,"ZNF561","93134","zinc finger protein 561"
"ENSG00000096092",163.45797583264,-1.34113709546313,0.149738352345823,-8.95653701575231,3.3503500186859e-19,2.23326361715933e-18,"TMEM14A","28978","transmembrane protein 14A"
"ENSG00000136451",724.263758193741,-0.682745382691412,0.0762488475294448,-8.95417314245645,3.42291286689477e-19,2.28060080616163e-18,"VEZF1","7716","vascular endothelial zinc finger 1"
"ENSG00000147874",406.624820492431,-0.841706730642223,0.0940561726661647,-8.94897917683412,3.5878482835729e-19,2.38941292378208e-18,"HAUS6","54801","HAUS augmin like complex subunit 6"
"ENSG00000119471",528.244166527634,-0.775502828689712,0.0866612438169665,-8.94866949206981,3.59792670713325e-19,2.39504262916576e-18,"HSDL2","84263","hydroxysteroid dehydrogenase like 2"
"ENSG00000127824",170.535107381971,-1.28151773089137,0.143284063880392,-8.94389575634262,3.75686932340385e-19,2.49971738547747e-18,"TUBA4A","7277","tubulin alpha 4a"
"ENSG00000112029",149.478568186821,-1.41354364811624,0.158087252750583,-8.94154097513741,3.83780749845112e-19,2.55241908448432e-18,"FBXO5","26271","F-box protein 5"
"ENSG00000103978",938.186622146979,0.590422606509829,0.0661064273735124,8.9313948729046,4.20670682651301e-19,2.79650181367383e-18,"TMEM87A","25963","transmembrane protein 87A"
"ENSG00000049449",6074.38152523856,-0.363395389175329,0.0406911221267801,-8.93058166454857,4.23774705122288e-19,2.81586636794061e-18,"RCN1","5954","reticulocalbin 1"
"ENSG00000176678",2190.37706325875,0.459479920776469,0.0514572017856888,8.929360805318,4.28477264840806e-19,2.8458305224082e-18,"FOXL1","2300","forkhead box L1"
"ENSG00000005022",1759.76841062665,-0.462740784701774,0.0518332146700435,-8.92749538394366,4.35762316855243e-19,2.89291217378945e-18,"SLC25A5","292","solute carrier family 25 member 5"
"ENSG00000165271",1779.66959610179,-0.500752552515199,0.0560989861576115,-8.92623177018425,4.40766501911532e-19,2.92481616621889e-18,"NOL6","65083","nucleolar protein 6"
"ENSG00000136928",1526.5376239194,0.557714040032571,0.0624862696814338,8.92538541468226,4.44149956862881e-19,2.94594152306262e-18,"GABBR2","9568","gamma-aminobutyric acid type B receptor subunit 2"
"ENSG00000004478",1159.10813947809,-0.568247038526807,0.0637001152037269,-8.92065951073131,4.63519606773209e-19,3.07303282259269e-18,"FKBP4","2288","FKBP prolyl isomerase 4"
"ENSG00000114120",914.095896375688,0.631967738418742,0.0708470115548329,8.92017495938587,4.65552149103736e-19,3.08512031182143e-18,"SLC25A36","55186","solute carrier family 25 member 36"
"ENSG00000109180",1651.32864677781,0.476724294828423,0.0534510403178896,8.91889647036238,4.70957373233123e-19,3.11953697380214e-18,"OCIAD1","54940","OCIA domain containing 1"
"ENSG00000139636",661.80705423194,0.695505321112883,0.0780016777039243,8.91654309991709,4.81069586136119e-19,3.18508695439089e-18,"LMBR1L","55716","limb development membrane protein 1 like"
"ENSG00000090971",565.084782280204,0.745012575095924,0.0835605560195713,8.91584032688137,4.84130713633431e-19,3.20391488887719e-18,"NAT14","57106","N-acetyltransferase 14 (putative)"
"ENSG00000152601",3465.43561383912,-0.464726491408355,0.0521314483056653,-8.91451334103549,4.89963338760172e-19,3.24105910531751e-18,"MBNL1","4154","muscleblind like splicing regulator 1"
"ENSG00000104142",1155.15263728426,0.62511333032662,0.0701337970183581,8.91315395575961,4.96010347950074e-19,3.27958748680493e-18,"VPS18","57617","VPS18 core subunit of CORVET and HOPS complexes"
"ENSG00000126804",657.318059456386,0.697555469931711,0.0782657973202324,8.91264759084473,4.98281627538309e-19,3.29312763527336e-18,"ZBTB1","22890","zinc finger and BTB domain containing 1"
"ENSG00000067208",676.431260892953,-0.768878964523195,0.0862697331544812,-8.91249962656522,4.98947252983291e-19,3.29604868420786e-18,"EVI5","7813","ecotropic viral integration site 5"
"ENSG00000115840",286.57827700279,-1.0619295078456,0.11921246435906,-8.90787312849386,5.20208793233161e-19,3.43496290083796e-18,"SLC25A12","8604","solute carrier family 25 member 12"
